id,full_name,root_name,meta_suffix
3171,_Solar Panel SE|meta|rot2,_Solar Panel SE,meta|rot2
3172,_Solar Panel SE|meta|rot3,_Solar Panel SE,meta|rot3
3173,_Solar Panel SE|meta|rot4,_Solar Panel SE,meta|rot4
3174,_Solar Panel NW,_Solar Panel NW,
3175,_Solar Panel NW|meta|rot2,_Solar Panel NW,meta|rot2
3176,_Solar Panel NW|meta|rot3,_Solar Panel NW,meta|rot3
3177,_Solar Panel NW|meta|rot4,_Solar Panel NW,meta|rot4
3178,_Solar Panel NE,_Solar Panel NE,
3179,_Solar Panel NE|meta|rot2,_Solar Panel NE,meta|rot2
3180,_Solar Panel NE|meta|rot3,_Solar Panel NE,meta|rot3
3181,_Solar Panel NE|meta|rot4,_Solar Panel NE,meta|rot4
3182,Wire,Wire,
3183,Wire|meta|conn|nx,Wire,meta|conn|nx
3184,Wire|meta|conn|ny,Wire,meta|conn|ny
3185,Wire|meta|conn|nz,Wire,meta|conn|nz
3186,Wire|meta|conn|px,Wire,meta|conn|px
3187,Wire|meta|conn|py,Wire,meta|conn|py
3188,Wire|meta|conn|pz,Wire,meta|conn|pz
3189,Wire|meta|conn|nx_ny,Wire,meta|conn|nx_ny
3190,Wire|meta|conn|nx_nz,Wire,meta|conn|nx_nz
3191,Wire|meta|conn|nx_px,Wire,meta|conn|nx_px
3192,Wire|meta|conn|nx_py,Wire,meta|conn|nx_py
3193,Wire|meta|conn|nx_pz,Wire,meta|conn|nx_pz
3194,Wire|meta|conn|ny_nz,Wire,meta|conn|ny_nz
3195,Wire|meta|conn|ny_px,Wire,meta|conn|ny_px
3196,Wire|meta|conn|ny_py,Wire,meta|conn|ny_py
3197,Wire|meta|conn|ny_pz,Wire,meta|conn|ny_pz
3198,Wire|meta|conn|nz_px,Wire,meta|conn|nz_px
3199,Wire|meta|conn|nz_py,Wire,meta|conn|nz_py
3200,Wire|meta|conn|nz_pz,Wire,meta|conn|nz_pz
3201,Wire|meta|conn|px_py,Wire,meta|conn|px_py
3202,Wire|meta|conn|px_pz,Wire,meta|conn|px_pz
3203,Wire|meta|conn|py_pz,Wire,meta|conn|py_pz
3204,Filter Pipe,Filter Pipe,
3205,Filter Pipe|meta|input|nx,Filter Pipe,meta|input|nx
3206,Filter Pipe|meta|input|ny,Filter Pipe,meta|input|ny
3207,Filter Pipe|meta|input|nz,Filter Pipe,meta|input|nz
3208,Filter Pipe|meta|input|px,Filter Pipe,meta|input|px
3209,Filter Pipe|meta|input|py,Filter Pipe,meta|input|py
3210,Merger Pipe,Merger Pipe,
3211,Merger Pipe|meta|output|nx,Merger Pipe,meta|output|nx
3212,Merger Pipe|meta|output|ny,Merger Pipe,meta|output|ny
3213,Merger Pipe|meta|output|nz,Merger Pipe,meta|output|nz
3214,Merger Pipe|meta|output|px,Merger Pipe,meta|output|px
3215,Merger Pipe|meta|output|py,Merger Pipe,meta|output|py
3216,Auto Harvester,Auto Harvester,
3217,Stalker Spawner Block,Stalker Spawner Block,
3218,Lunite Ore,Lunite Ore,
3219,Block of Lunite,Block of Lunite,
3220,Lunite Auto Miner,Lunite Auto Miner,
3221,Lunite Auto Miner|meta|rot2,Lunite Auto Miner,meta|rot2
3222,Lunite Auto Miner|meta|rot3,Lunite Auto Miner,meta|rot3
3223,Lunite Auto Miner|meta|rot4,Lunite Auto Miner,meta|rot4
3224,_Lunite Auto Miner Drill Front,_Lunite Auto Miner Drill Front,
3225,_Lunite Auto Miner Drill Front|meta|rot2,_Lunite Auto Miner Drill Front,meta|rot2
3226,_Lunite Auto Miner Drill Front|meta|rot3,_Lunite Auto Miner Drill Front,meta|rot3
3227,_Lunite Auto Miner Drill Front|meta|rot4,_Lunite Auto Miner Drill Front,meta|rot4
3228,_Lunite Auto Miner Drill Back,_Lunite Auto Miner Drill Back,
3229,_Lunite Auto Miner Drill Back|meta|rot2,_Lunite Auto Miner Drill Back,meta|rot2
3230,_Lunite Auto Miner Drill Back|meta|rot3,_Lunite Auto Miner Drill Back,meta|rot3
3231,_Lunite Auto Miner Drill Back|meta|rot4,_Lunite Auto Miner Drill Back,meta|rot4
3232,_Lunite Auto Miner Foot Front,_Lunite Auto Miner Foot Front,
3233,_Lunite Auto Miner Foot Front|meta|rot2,_Lunite Auto Miner Foot Front,meta|rot2
3234,_Lunite Auto Miner Foot Front|meta|rot3,_Lunite Auto Miner Foot Front,meta|rot3
3235,_Lunite Auto Miner Foot Front|meta|rot4,_Lunite Auto Miner Foot Front,meta|rot4
3236,_Lunite Auto Miner Body,_Lunite Auto Miner Body,
3237,_Lunite Auto Miner Body|meta|rot2,_Lunite Auto Miner Body,meta|rot2
3238,_Lunite Auto Miner Body|meta|rot3,_Lunite Auto Miner Body,meta|rot3
3239,_Lunite Auto Miner Body|meta|rot4,_Lunite Auto Miner Body,meta|rot4
3240,Lunite Auto Crafter,Lunite Auto Crafter,
3241,Lunite Auto Harvester,Lunite Auto Harvester,
3242,Bowling Alley Floor,Bowling Alley Floor,
3243,Crone Spawner Block,Crone Spawner Block,
3244,Slime Spawner Block,Slime Spawner Block,
3245,Slime Trail|meta|rot1|Decaying,Slime Trail,meta|rot1|Decaying
3246,Slime Trail|meta|rot2|Decaying,Slime Trail,meta|rot2|Decaying
3247,Slime Trail|meta|rot3|Decaying,Slime Trail,meta|rot3|Decaying
3248,Slime Trail|meta|rot4|Decaying,Slime Trail,meta|rot4|Decaying
3249,Iron Guardian Spawner Block,Iron Guardian Spawner Block,
3250,Gold Guardian Spawner Block,Gold Guardian Spawner Block,
3251,Diamond Guardian Spawner Block,Diamond Guardian Spawner Block,
3252,Moonstone Guardian Spawner Block,Moonstone Guardian Spawner Block,
3253,Wood Pickaxe,Wood Pickaxe,
3254,Stone Pickaxe,Stone Pickaxe,
3255,Iron Pickaxe,Iron Pickaxe,
3256,Gold Pickaxe,Gold Pickaxe,
3257,Diamond Pickaxe,Diamond Pickaxe,
3258,Moonstone Pickaxe,Moonstone Pickaxe,
3259,Golem Pickaxe,Golem Pickaxe,
3260,Wood Axe,Wood Axe,
3261,Stone Axe,Stone Axe,
3262,Iron Axe,Iron Axe,
3263,Gold Axe,Gold Axe,
3264,Diamond Axe,Diamond Axe,
3265,Moonstone Axe,Moonstone Axe,
3266,Artisan Axe,Artisan Axe,
3267,Wood Spade,Wood Spade,
3268,Stone Spade,Stone Spade,
3269,Iron Spade,Iron Spade,
3270,Gold Spade,Gold Spade,
3271,Diamond Spade,Diamond Spade,
3272,Wood Sword,Wood Sword,
3273,Stone Sword,Stone Sword,
3274,Iron Sword,Iron Sword,
3275,Gold Sword,Gold Sword,
3276,Diamond Sword,Diamond Sword,
3277,Knight Sword,Knight Sword,
3278,Wood Hoe,Wood Hoe,
3279,Stone Hoe,Stone Hoe,
3280,Iron Hoe,Iron Hoe,
3281,Gold Hoe,Gold Hoe,
3282,Diamond Hoe,Diamond Hoe,
3283,Flashlight,Flashlight,
3284,Mining Helmet,Mining Helmet,
3285,Wood Helmet,Wood Helmet,
3286,Iron Helmet,Iron Helmet,
3287,Gold Helmet,Gold Helmet,
3288,Diamond Helmet,Diamond Helmet,
3289,Wood Chestplate,Wood Chestplate,
3290,Iron Chestplate,Iron Chestplate,
3291,Gold Chestplate,Gold Chestplate,
3292,Diamond Chestplate,Diamond Chestplate,
3293,Fur Chestplate,Fur Chestplate,
3294,Wood Leggings,Wood Leggings,
3295,Iron Leggings,Iron Leggings,
3296,Gold Leggings,Gold Leggings,
3297,Diamond Leggings,Diamond Leggings,
3298,Wood Boots,Wood Boots,
3299,Iron Boots,Iron Boots,
3300,Gold Boots,Gold Boots,
3301,Diamond Boots,Diamond Boots,
3302,Spiked Boots,Spiked Boots,
3303,Wood Gauntlets,Wood Gauntlets,
3304,Iron Gauntlets,Iron Gauntlets,
3305,Gold Gauntlets,Gold Gauntlets,
3306,Diamond Gauntlets,Diamond Gauntlets,
3307,Military Helmet,Military Helmet,
3308,Military Chestplate,Military Chestplate,
3309,Military Gauntlets,Military Gauntlets,
3310,Military Leggings,Military Leggings,
3311,Military Boots,Military Boots,
3312,White Wood Helmet,White Wood Helmet,
3313,White Wood Chestplate,White Wood Chestplate,
3314,White Wood Leggings,White Wood Leggings,
3315,White Wood Boots,White Wood Boots,
3316,White Wood Gauntlets,White Wood Gauntlets,
3317,Orange Wood Helmet,Orange Wood Helmet,
3318,Orange Wood Chestplate,Orange Wood Chestplate,
3319,Orange Wood Leggings,Orange Wood Leggings,
3320,Orange Wood Boots,Orange Wood Boots,
3321,Orange Wood Gauntlets,Orange Wood Gauntlets,
3322,Magenta Wood Helmet,Magenta Wood Helmet,
3323,Magenta Wood Chestplate,Magenta Wood Chestplate,
3324,Magenta Wood Leggings,Magenta Wood Leggings,
3325,Magenta Wood Boots,Magenta Wood Boots,
3326,Magenta Wood Gauntlets,Magenta Wood Gauntlets,
3327,Light Blue Wood Helmet,Light Blue Wood Helmet,
3328,Light Blue Wood Chestplate,Light Blue Wood Chestplate,
3329,Light Blue Wood Leggings,Light Blue Wood Leggings,
3330,Light Blue Wood Boots,Light Blue Wood Boots,
3331,Light Blue Wood Gauntlets,Light Blue Wood Gauntlets,
3332,Yellow Wood Helmet,Yellow Wood Helmet,
3333,Yellow Wood Chestplate,Yellow Wood Chestplate,
3334,Yellow Wood Leggings,Yellow Wood Leggings,
3335,Yellow Wood Boots,Yellow Wood Boots,
3336,Yellow Wood Gauntlets,Yellow Wood Gauntlets,
3337,Lime Wood Helmet,Lime Wood Helmet,
3338,Lime Wood Chestplate,Lime Wood Chestplate,
3339,Lime Wood Leggings,Lime Wood Leggings,
3340,Lime Wood Boots,Lime Wood Boots,
3341,Lime Wood Gauntlets,Lime Wood Gauntlets,
3342,Pink Wood Helmet,Pink Wood Helmet,
3343,Pink Wood Chestplate,Pink Wood Chestplate,
3344,Pink Wood Leggings,Pink Wood Leggings,
3345,Pink Wood Boots,Pink Wood Boots,
3346,Pink Wood Gauntlets,Pink Wood Gauntlets,
3347,Gray Wood Helmet,Gray Wood Helmet,
3348,Gray Wood Chestplate,Gray Wood Chestplate,
3349,Gray Wood Leggings,Gray Wood Leggings,
3350,Gray Wood Boots,Gray Wood Boots,
3351,Gray Wood Gauntlets,Gray Wood Gauntlets,
3352,Light Gray Wood Helmet,Light Gray Wood Helmet,
3353,Light Gray Wood Chestplate,Light Gray Wood Chestplate,
3354,Light Gray Wood Leggings,Light Gray Wood Leggings,
3355,Light Gray Wood Boots,Light Gray Wood Boots,
3356,Light Gray Wood Gauntlets,Light Gray Wood Gauntlets,
3357,Cyan Wood Helmet,Cyan Wood Helmet,
3358,Cyan Wood Chestplate,Cyan Wood Chestplate,
3359,Cyan Wood Leggings,Cyan Wood Leggings,
3360,Cyan Wood Boots,Cyan Wood Boots,
3361,Cyan Wood Gauntlets,Cyan Wood Gauntlets,
3362,Purple Wood Helmet,Purple Wood Helmet,
3363,Purple Wood Chestplate,Purple Wood Chestplate,
3364,Purple Wood Leggings,Purple Wood Leggings,
3365,Purple Wood Boots,Purple Wood Boots,
3366,Purple Wood Gauntlets,Purple Wood Gauntlets,
3367,Blue Wood Helmet,Blue Wood Helmet,
3368,Blue Wood Chestplate,Blue Wood Chestplate,
3369,Blue Wood Leggings,Blue Wood Leggings,
3370,Blue Wood Boots,Blue Wood Boots,
3371,Blue Wood Gauntlets,Blue Wood Gauntlets,
3372,Brown Wood Helmet,Brown Wood Helmet,
3373,Brown Wood Chestplate,Brown Wood Chestplate,
3374,Brown Wood Leggings,Brown Wood Leggings,
3375,Brown Wood Boots,Brown Wood Boots,
3376,Brown Wood Gauntlets,Brown Wood Gauntlets,
3377,Green Wood Helmet,Green Wood Helmet,
3378,Green Wood Chestplate,Green Wood Chestplate,
3379,Green Wood Leggings,Green Wood Leggings,
3380,Green Wood Boots,Green Wood Boots,
3381,Green Wood Gauntlets,Green Wood Gauntlets,
3382,Red Wood Helmet,Red Wood Helmet,
3383,Red Wood Chestplate,Red Wood Chestplate,
3384,Red Wood Leggings,Red Wood Leggings,
3385,Red Wood Boots,Red Wood Boots,
3386,Red Wood Gauntlets,Red Wood Gauntlets,
3387,Black Wood Helmet,Black Wood Helmet,
3388,Black Wood Chestplate,Black Wood Chestplate,
3389,Black Wood Leggings,Black Wood Leggings,
3390,Black Wood Boots,Black Wood Boots,
3391,Black Wood Gauntlets,Black Wood Gauntlets,
3392,Shears,Shears,
3393,Artisan Shears,Artisan Shears,
3394,Stick,Stick,
3395,Coal,Coal,
3396,Raw Iron,Raw Iron,
3397,Iron Bar,Iron Bar,
3398,Iron Fragment,Iron Fragment,
3399,Raw Gold,Raw Gold,
3400,Gold Bar,Gold Bar,
3401,Gold Fragment,Gold Fragment,
3402,Diamond,Diamond,
3403,Diamond Fragment,Diamond Fragment,
3404,Moonstone,Moonstone,
3405,Lunite,Lunite,
3406,Moonstone Fragment,Moonstone Fragment,
3407,Bowl,Bowl,
3408,Partially Full Bowl of Cranberries,Partially Full Bowl of Cranberries,
3409,Half Full Bowl of Cranberries,Half Full Bowl of Cranberries,
3410,Nearly Full Bowl of Cranberries,Nearly Full Bowl of Cranberries,
3411,Bowl of Cranberries,Bowl of Cranberries,
3412,Mushroom Soup,Mushroom Soup,
3413,Glowing Soup,Glowing Soup,
3414,Night Vision Soup,Night Vision Soup,
3415,Cotton,Cotton,
3416,Gold Crop,Gold Crop,
3417,Bucket,Bucket,
3418,Water Bucket,Water Bucket,
3419,Lava Bucket,Lava Bucket,
3420,Boat,Boat,
3421,INTERNAL_MESH_Boat,INTERNAL_MESH_Boat,
3422,Obsidian Boat,Obsidian Boat,
3423,INTERNAL_MESH_Obsidian Boat,INTERNAL_MESH_Obsidian Boat,
3424,Speedboat,Speedboat,
3425,INTERNAL_MESH_Speedboat,INTERNAL_MESH_Speedboat,
3426,Wood Hang Glider,Wood Hang Glider,
3427,INTERNAL_MESH_Wood Hang Glider,INTERNAL_MESH_Wood Hang Glider,
3428,Iron Hang Glider,Iron Hang Glider,
3429,INTERNAL_MESH_Iron Hang Glider,INTERNAL_MESH_Iron Hang Glider,
3430,Gold Hang Glider,Gold Hang Glider,
3431,INTERNAL_MESH_Gold Hang Glider,INTERNAL_MESH_Gold Hang Glider,
3432,Diamond Hang Glider,Diamond Hang Glider,
3433,INTERNAL_MESH_Diamond Hang Glider,INTERNAL_MESH_Diamond Hang Glider,
3434,Hovercraft,Hovercraft,
3435,INTERNAL_MESH_Hovercraft,INTERNAL_MESH_Hovercraft,
3436,Yellow Kart,Yellow Kart,
3437,White Kart,White Kart,
3438,Red Kart,Red Kart,
3439,Purple Kart,Purple Kart,
3440,Pink Kart,Pink Kart,
3441,Orange Kart,Orange Kart,
3442,Magenta Kart,Magenta Kart,
3443,Lime Kart,Lime Kart,
3444,Light Gray Kart,Light Gray Kart,
3445,Light Blue Kart,Light Blue Kart,
3446,Green Kart,Green Kart,
3447,Gray Kart,Gray Kart,
3448,Cyan Kart,Cyan Kart,
3449,Brown Kart,Brown Kart,
3450,Blue Kart,Blue Kart,
3451,Black Kart,Black Kart,
3452,INTERNAL_MESH_Yellow Kart,INTERNAL_MESH_Yellow Kart,
3453,INTERNAL_MESH_White Kart,INTERNAL_MESH_White Kart,
3454,INTERNAL_MESH_Red Kart,INTERNAL_MESH_Red Kart,
3455,INTERNAL_MESH_Purple Kart,INTERNAL_MESH_Purple Kart,
3456,INTERNAL_MESH_Pink Kart,INTERNAL_MESH_Pink Kart,
3457,INTERNAL_MESH_Orange Kart,INTERNAL_MESH_Orange Kart,
3458,INTERNAL_MESH_Magenta Kart,INTERNAL_MESH_Magenta Kart,
3459,INTERNAL_MESH_Lime Kart,INTERNAL_MESH_Lime Kart,
3460,INTERNAL_MESH_Light Gray Kart,INTERNAL_MESH_Light Gray Kart,
3461,INTERNAL_MESH_Light Blue Kart,INTERNAL_MESH_Light Blue Kart,
3462,INTERNAL_MESH_Green Kart,INTERNAL_MESH_Green Kart,
3463,INTERNAL_MESH_Gray Kart,INTERNAL_MESH_Gray Kart,
3464,INTERNAL_MESH_Cyan Kart,INTERNAL_MESH_Cyan Kart,
3465,INTERNAL_MESH_Brown Kart,INTERNAL_MESH_Brown Kart,
3466,INTERNAL_MESH_Blue Kart,INTERNAL_MESH_Blue Kart,
3467,INTERNAL_MESH_Black Kart,INTERNAL_MESH_Black Kart,
3468,Off Roader,Off Roader,
3469,INTERNAL_MESH_Off Roader,INTERNAL_MESH_Off Roader,
3470,Light Blue Car,Light Blue Car,
3471,INTERNAL_MESH_Car,INTERNAL_MESH_Car,
3472,Snowball,Snowball,
3473,Snowball Launcher,Snowball Launcher,
3474,Pebble,Pebble,
3475,Reinforced Pebble,Reinforced Pebble,
3476,Bullet,Bullet,
3477,Ball,Ball,
3478,Reinforced Ball,Reinforced Ball,
3479,Frag Grenade,Frag Grenade,
3480,Mining Grenade,Mining Grenade,
3481,Smoke Grenade,Smoke Grenade,
3482,Moonstone Orb,Moonstone Orb,
3483,Fireball,Fireball,
3484,Bouncy Bomb,Bouncy Bomb,
3485,RPG,RPG,
3486,Obby RPG,Obby RPG,
3487,Super RPG,Super RPG,
3488,Grenade Launcher,Grenade Launcher,
3489,Iceball,Iceball,
3490,67 Base Projectile,67 Base Projectile,
3491,67 Boosted Projectile,67 Boosted Projectile,
3492,Capitano Grenade,Capitano Grenade,
3493,Scatter Pellet,Scatter Pellet,
3494,Wood Bow,Wood Bow,
3495,Wood Bow|meta|charging2,Wood Bow,meta|charging2
3496,Wood Bow|meta|charging3,Wood Bow,meta|charging3
3497,Wood Bow|meta|charging4,Wood Bow,meta|charging4
3498,Stone Bow,Stone Bow,
3499,Stone Bow|meta|charging2,Stone Bow,meta|charging2
3500,Stone Bow|meta|charging3,Stone Bow,meta|charging3
3501,Stone Bow|meta|charging4,Stone Bow,meta|charging4
3502,Iron Bow,Iron Bow,
3503,Iron Bow|meta|charging2,Iron Bow,meta|charging2
3504,Iron Bow|meta|charging3,Iron Bow,meta|charging3
3505,Iron Bow|meta|charging4,Iron Bow,meta|charging4
3506,Gold Bow,Gold Bow,
3507,Gold Bow|meta|charging2,Gold Bow,meta|charging2
3508,Gold Bow|meta|charging3,Gold Bow,meta|charging3
3509,Gold Bow|meta|charging4,Gold Bow,meta|charging4
3510,Diamond Bow,Diamond Bow,
3511,Diamond Bow|meta|charging2,Diamond Bow,meta|charging2
3512,Diamond Bow|meta|charging3,Diamond Bow,meta|charging3
3513,Diamond Bow|meta|charging4,Diamond Bow,meta|charging4
3514,Wood Crossbow,Wood Crossbow,
3515,Wood Crossbow|meta|charging2,Wood Crossbow,meta|charging2
3516,Wood Crossbow|meta|charging3,Wood Crossbow,meta|charging3
3517,Wood Crossbow|meta|charging4,Wood Crossbow,meta|charging4
3518,Stone Crossbow,Stone Crossbow,
3519,Stone Crossbow|meta|charging2,Stone Crossbow,meta|charging2
3520,Stone Crossbow|meta|charging3,Stone Crossbow,meta|charging3
3521,Stone Crossbow|meta|charging4,Stone Crossbow,meta|charging4
3522,Iron Crossbow,Iron Crossbow,
3523,Iron Crossbow|meta|charging2,Iron Crossbow,meta|charging2
3524,Iron Crossbow|meta|charging3,Iron Crossbow,meta|charging3
3525,Iron Crossbow|meta|charging4,Iron Crossbow,meta|charging4
3526,Gold Crossbow,Gold Crossbow,
3527,Gold Crossbow|meta|charging2,Gold Crossbow,meta|charging2
3528,Gold Crossbow|meta|charging3,Gold Crossbow,meta|charging3
3529,Gold Crossbow|meta|charging4,Gold Crossbow,meta|charging4
3530,Diamond Crossbow,Diamond Crossbow,
3531,Diamond Crossbow|meta|charging2,Diamond Crossbow,meta|charging2
3532,Diamond Crossbow|meta|charging3,Diamond Crossbow,meta|charging3
3533,Diamond Crossbow|meta|charging4,Diamond Crossbow,meta|charging4
3534,Wood Crossbow Charged,Wood Crossbow Charged,
3535,Stone Crossbow Charged,Stone Crossbow Charged,
3536,Iron Crossbow Charged,Iron Crossbow Charged,
3537,Gold Crossbow Charged,Gold Crossbow Charged,
3538,Diamond Crossbow Charged,Diamond Crossbow Charged,
3539,Arrow,Arrow,
3540,Compass,Compass,
3541,Compass|meta|dir2,Compass,meta|dir2
3542,Compass|meta|dir3,Compass,meta|dir3
3543,Compass|meta|dir4,Compass,meta|dir4
3544,Compass|meta|dir5,Compass,meta|dir5
3545,Compass|meta|dir6,Compass,meta|dir6
3546,Compass|meta|dir7,Compass,meta|dir7
3547,Compass|meta|dir8,Compass,meta|dir8
3548,Compass|meta|dir9,Compass,meta|dir9
3549,Compass|meta|dir10,Compass,meta|dir10
3550,Compass|meta|dir11,Compass,meta|dir11
3551,Compass|meta|dir12,Compass,meta|dir12
3552,Chunk Map,Chunk Map,
3553,Bread,Bread,
3554,Bowl of Rice,Bowl of Rice,
3555,Apple,Apple,
3556,Plum,Plum,
3557,Coconut,Coconut,
3558,Cracked Coconut,Cracked Coconut,
3559,Pear,Pear,
3560,Cherry,Cherry,
3561,Banana,Banana,
3562,Watermelon Slice,Watermelon Slice,
3563,Gold Watermelon Slice,Gold Watermelon Slice,
3564,Melon Slice,Melon Slice,
3565,Gold Melon Slice,Gold Melon Slice,
3566,Pumpkin Pie,Pumpkin Pie,
3567,Corn,Corn,
3568,Cornbread,Cornbread,
3569,Chili Pepper,Chili Pepper,
3570,Mango,Mango,
3571,Carrot,Carrot,
3572,Raw Potato,Raw Potato,
3573,Baked Potato,Baked Potato,
3574,Beetroot,Beetroot,
3575,Raw Porkchop,Raw Porkchop,
3576,Cooked Porkchop,Cooked Porkchop,
3577,Raw Beef,Raw Beef,
3578,Steak,Steak,
3579,Raw Mutton,Raw Mutton,
3580,Cooked Mutton,Cooked Mutton,
3581,Raw Venison,Raw Venison,
3582,Cooked Venison,Cooked Venison,
3583,Rotten Flesh,Rotten Flesh,
3584,Rotten Brain,Rotten Brain,
3585,Bone,Bone,
3586,Bone Meal,Bone Meal,
3587,Leather,Leather,
3588,Saddle,Saddle,
3589,Spirit Saddle,Spirit Saddle,
3590,Fur,Fur,
3591,Golem Eye,Golem Eye,
3592,Knight Heart,Knight Heart,
3593,Teleport Heart,Teleport Heart,
3594,Frost Shard,Frost Shard,
3595,Molten Cog,Molten Cog,
3596,Choir Bell,Choir Bell,
3597,Siege Core,Siege Core,
3598,Flywheel,Flywheel,
3599,Radiant Spark,Radiant Spark,
3600,Brood Sac,Brood Sac,
3601,Bandolier,Bandolier,
3602,Name Tag,Name Tag,
3603,Book,Book,
3604,Empty Bottle,Empty Bottle,
3605,Water Bottle,Water Bottle,
3606,Slowness Potion,Slowness Potion,
3607,Slowness Potion II,Slowness Potion II,
3608,Splash Slowness Potion,Splash Slowness Potion,
3609,Splash Slowness Potion II,Splash Slowness Potion II,
3610,Arrow of Slowness,Arrow of Slowness,
3611,Poison Potion,Poison Potion,
3612,Poison Potion II,Poison Potion II,
3613,Splash Poison Potion,Splash Poison Potion,
3614,Splash Poison Potion II,Splash Poison Potion II,
3615,Arrow of Poison,Arrow of Poison,
3616,Weakness Potion,Weakness Potion,
3617,Weakness Potion II,Weakness Potion II,
3618,Splash Weakness Potion,Splash Weakness Potion,
3619,Splash Weakness Potion II,Splash Weakness Potion II,
3620,Arrow of Weakness,Arrow of Weakness,
3621,Instant Damage Potion,Instant Damage Potion,
3622,Instant Damage Potion II,Instant Damage Potion II,
3623,Splash Instant Damage Potion,Splash Instant Damage Potion,
3624,Splash Instant Damage Potion II,Splash Instant Damage Potion II,
3625,Arrow of Instant Damage,Arrow of Instant Damage,
3626,Milk Potion,Milk Potion,
3627,Splash Milk Potion,Splash Milk Potion,
3628,Arrow of Milk,Arrow of Milk,
3629,Speed Potion,Speed Potion,
3630,Speed Potion II,Speed Potion II,
3631,Splash Speed Potion,Splash Speed Potion,
3632,Splash Speed Potion II,Splash Speed Potion II,
3633,Arrow of Speed,Arrow of Speed,
3634,Defense Potion,Defense Potion,
3635,Defense Potion II,Defense Potion II,
3636,Splash Defense Potion,Splash Defense Potion,
3637,Splash Defense Potion II,Splash Defense Potion II,
3638,Arrow of Defense,Arrow of Defense,
3639,Strength Potion,Strength Potion,
3640,Strength Potion II,Strength Potion II,
3641,Splash Strength Potion,Splash Strength Potion,
3642,Splash Strength Potion II,Splash Strength Potion II,
3643,Arrow of Strength,Arrow of Strength,
3644,Invisibility Potion,Invisibility Potion,
3645,Splash Invisibility Potion,Splash Invisibility Potion,
3646,Arrow of Invisibility,Arrow of Invisibility,
3647,Jump Potion,Jump Potion,
3648,Jump Potion II,Jump Potion II,
3649,Splash Jump Potion,Splash Jump Potion,
3650,Splash Jump Potion II,Splash Jump Potion II,
3651,Arrow of Jumping,Arrow of Jumping,
3652,Knockback Potion,Knockback Potion,
3653,Splash Knockback Potion,Splash Knockback Potion,
3654,Splash Knockback Potion II,Splash Knockback Potion II,
3655,Arrow of Knockback,Arrow of Knockback,
3656,Regeneration Potion,Regeneration Potion,
3657,Regeneration Potion II,Regeneration Potion II,
3658,Splash Regeneration Potion,Splash Regeneration Potion,
3659,Splash Regeneration Potion II,Splash Regeneration Potion II,
3660,Arrow of Regeneration,Arrow of Regeneration,
3661,Instant Healing Potion,Instant Healing Potion,
3662,Instant Healing Potion II,Instant Healing Potion II,
3663,Splash Instant Healing Potion,Splash Instant Healing Potion,
3664,Splash Instant Healing Potion II,Splash Instant Healing Potion II,
3665,Arrow of Instant Healing,Arrow of Instant Healing,
3666,Haste Potion,Haste Potion,
3667,Haste Potion II,Haste Potion II,
3668,Splash Haste Potion,Splash Haste Potion,
3669,Splash Haste Potion II,Splash Haste Potion II,
3670,Arrow of Haste,Arrow of Haste,
3671,Shield Potion,Shield Potion,
3672,Shield Potion II,Shield Potion II,
3673,Splash Shield Potion,Splash Shield Potion,
3674,Splash Shield Potion II,Splash Shield Potion II,
3675,Arrow of Shield,Arrow of Shield,
3676,Double Jump Potion,Double Jump Potion,
3677,Splash Double Jump Potion,Splash Double Jump Potion,
3678,Arrow of Double Jump,Arrow of Double Jump,
3679,Heat Resistance Potion,Heat Resistance Potion,
3680,Splash Heat Resistance Potion,Splash Heat Resistance Potion,
3681,Arrow of Heat Resistance,Arrow of Heat Resistance,
3682,X-Ray Vision Potion,X-Ray Vision Potion,
3683,Splash X-Ray Vision Potion,Splash X-Ray Vision Potion,
3684,Arrow of X-Ray Vision,Arrow of X-Ray Vision,
3685,Mining Yield Potion,Mining Yield Potion,
3686,Mining Yield Potion II,Mining Yield Potion II,
3687,Splash Mining Yield Potion,Splash Mining Yield Potion,
3688,Splash Mining Yield Potion II,Splash Mining Yield Potion II,
3689,Arrow of Mining Yield,Arrow of Mining Yield,
3690,Brain Rot Potion,Brain Rot Potion,
3691,Splash Brain Rot Potion,Splash Brain Rot Potion,
3692,Arrow of Brain Rot,Arrow of Brain Rot,
3693,Chaos Potion,Chaos Potion,
3694,Ammo,Ammo,
3695,AK-47,AK-47,
3696,AK-47|RequiresAmmo,AK-47,RequiresAmmo
3697,M16,M16,
3698,M16|RequiresAmmo,M16,RequiresAmmo
3699,MP40,MP40,
3700,MP40|RequiresAmmo,MP40,RequiresAmmo
3701,TAR-21,TAR-21,
3702,TAR-21|RequiresAmmo,TAR-21,RequiresAmmo
3703,M1911,M1911,
3704,M1911|RequiresAmmo,M1911,RequiresAmmo
3705,One Shot Pistol,One Shot Pistol,
3706,One Shot Pistol|RequiresAmmo,One Shot Pistol,RequiresAmmo
3707,Double Barrel,Double Barrel,
3708,Double Barrel|RequiresAmmo,Double Barrel,RequiresAmmo
3709,AWP,AWP,
3710,AWP|RequiresAmmo,AWP,RequiresAmmo
3711,Deagle,Deagle,
3712,Deagle|RequiresAmmo,Deagle,RequiresAmmo
3713,Striker-12,Striker-12,
3714,Striker-12|RequiresAmmo,Striker-12,RequiresAmmo
3715,VSR,VSR,
