id,root_name,asset_type,confidence,tex_top,tex_side,tex_bottom,tex_front,tex_all,model_file,fuzzy_2,fuzzy_3,status,final_top,final_side,final_bottom,final_front,final_all,final_model
3748,Green Balloon,3d_model,high (exact),,,,,,Green Balloon,,,resolved,,,,,,Green Balloon
3749,Gray Balloon,3d_model,high (exact),,,,,,Gray Balloon,,,resolved,,,,,,Gray Balloon
3750,Cyan Balloon,3d_model,high (exact),,,,,,Cyan Balloon,,,resolved,,,,,,Cyan Balloon
3751,Brown Balloon,3d_model,high (exact),,,,,,Brown Balloon,,,resolved,,,,,,Brown Balloon
3752,Blue Balloon,3d_model,high (exact),,,,,,Blue Balloon,,,resolved,,,,,,Blue Balloon
3753,Black Balloon,3d_model,high (exact),,,,,,Black Balloon,,,resolved,,,,,,Black Balloon
3754,INTERNAL_MESH_Yellow Balloon,texture,low,,,,,,,yellow_balloon,banner_yellow,special,,,,,,
3755,INTERNAL_MESH_White Balloon,texture,low,,,,,,,white_balloon,banner_white,special,,,,,,
3756,INTERNAL_MESH_Red Balloon,texture,low,,,,,,,red_balloon,banner_red,special,,,,,,
3757,INTERNAL_MESH_Purple Balloon,texture,low,,,,,,,purple_balloon,banner_purple,special,,,,,,
3758,INTERNAL_MESH_Pink Balloon,texture,low,,,,,,,pink_balloon,banner_pink,special,,,,,,
3759,INTERNAL_MESH_Orange Balloon,texture,low,,,,,,,orange_balloon,banner_orange,special,,,,,,
3760,INTERNAL_MESH_Magenta Balloon,texture,low,,,,,,,magenta_balloon,banner_magenta,special,,,,,,
3761,INTERNAL_MESH_Lime Balloon,texture,low,,,,,,,lime_balloon,banner_lime,special,,,,,,
3762,INTERNAL_MESH_Light Gray Balloon,texture,low,,,,,,,light_gray_balloon,gray_balloon,special,,,,,,
3763,INTERNAL_MESH_Light Blue Balloon,texture,low,,,,,,,light_blue_balloon,blue_balloon,special,,,,,,
3764,INTERNAL_MESH_Green Balloon,texture,low,,,,,,,green_balloon,banner_green,special,,,,,,
3765,INTERNAL_MESH_Gray Balloon,texture,low,,,,,,,gray_balloon,light_gray_balloon,special,,,,,,
3766,INTERNAL_MESH_Cyan Balloon,texture,low,,,,,,,cyan_balloon,banner_cyan,special,,,,,,
3767,INTERNAL_MESH_Brown Balloon,texture,low,,,,,,,brown_balloon,banner_brown,special,,,,,,
3768,INTERNAL_MESH_Blue Balloon,texture,low,,,,,,,blue_balloon,light_blue_balloon,special,,,,,,
3769,INTERNAL_MESH_Black Balloon,texture,low,,,,,,,black_balloon,banner_black,special,,,,,,
3770,Yellow Popup Tower,3d_model,high (exact),,,,,,Yellow Popup Tower,,,resolved,,,,,,Yellow Popup Tower
3771,White Popup Tower,3d_model,high (exact),,,,,,White Popup Tower,,,resolved,,,,,,White Popup Tower
3772,Red Popup Tower,3d_model,high (exact),,,,,,Red Popup Tower,,,resolved,,,,,,Red Popup Tower
3773,Purple Popup Tower,3d_model,high (exact),,,,,,Purple Popup Tower,,,resolved,,,,,,Purple Popup Tower
3774,Pink Popup Tower,3d_model,high (exact),,,,,,Pink Popup Tower,,,resolved,,,,,,Pink Popup Tower
3775,Orange Popup Tower,3d_model,high (exact),,,,,,Orange Popup Tower,,,resolved,,,,,,Orange Popup Tower
3776,Magenta Popup Tower,3d_model,high (exact),,,,,,Magenta Popup Tower,,,resolved,,,,,,Magenta Popup Tower
3777,Lime Popup Tower,3d_model,high (exact),,,,,,Lime Popup Tower,,,resolved,,,,,,Lime Popup Tower
3778,Light Gray Popup Tower,3d_model,high (exact),,,,,,Light Gray Popup Tower,,,resolved,,,,,,Light Gray Popup Tower
3779,Light Blue Popup Tower,3d_model,high (exact),,,,,,Light Blue Popup Tower,,,resolved,,,,,,Light Blue Popup Tower
3780,Green Popup Tower,3d_model,high (exact),,,,,,Green Popup Tower,,,resolved,,,,,,Green Popup Tower
3781,Gray Popup Tower,3d_model,high (exact),,,,,,Gray Popup Tower,,,resolved,,,,,,Gray Popup Tower
3782,Cyan Popup Tower,3d_model,high (exact),,,,,,Cyan Popup Tower,,,resolved,,,,,,Cyan Popup Tower
3783,Brown Popup Tower,3d_model,high (exact),,,,,,Brown Popup Tower,,,resolved,,,,,,Brown Popup Tower
3784,Blue Popup Tower,3d_model,high (exact),,,,,,Blue Popup Tower,,,resolved,,,,,,Blue Popup Tower
3785,Black Popup Tower,3d_model,high (exact),,,,,,Black Popup Tower,,,resolved,,,,,,Black Popup Tower
3786,Yellow Paintball Gun,3d_model,high (exact),,,,,,Yellow Paintball Gun,,,resolved,,,,,,Yellow Paintball Gun
3787,White Paintball Gun,3d_model,high (exact),,,,,,White Paintball Gun,,,resolved,,,,,,White Paintball Gun
3788,Red Paintball Gun,3d_model,high (exact),,,,,,Red Paintball Gun,,,resolved,,,,,,Red Paintball Gun
3789,Purple Paintball Gun,3d_model,high (exact),,,,,,Purple Paintball Gun,,,resolved,,,,,,Purple Paintball Gun
3790,Pink Paintball Gun,3d_model,high (exact),,,,,,Pink Paintball Gun,,,resolved,,,,,,Pink Paintball Gun
3791,Orange Paintball Gun,3d_model,high (exact),,,,,,Orange Paintball Gun,,,resolved,,,,,,Orange Paintball Gun
3792,Magenta Paintball Gun,3d_model,high (exact),,,,,,Magenta Paintball Gun,,,resolved,,,,,,Magenta Paintball Gun
3793,Lime Paintball Gun,3d_model,high (exact),,,,,,Lime Paintball Gun,,,resolved,,,,,,Lime Paintball Gun
3794,Light Gray Paintball Gun,3d_model,high (exact),,,,,,Light Gray Paintball Gun,,,resolved,,,,,,Light Gray Paintball Gun
3795,Light Blue Paintball Gun,3d_model,high (exact),,,,,,Light Blue Paintball Gun,,,resolved,,,,,,Light Blue Paintball Gun
3796,Green Paintball Gun,3d_model,high (exact),,,,,,Green Paintball Gun,,,resolved,,,,,,Green Paintball Gun
3797,Gray Paintball Gun,3d_model,high (exact),,,,,,Gray Paintball Gun,,,resolved,,,,,,Gray Paintball Gun
3798,Cyan Paintball Gun,3d_model,high (exact),,,,,,Cyan Paintball Gun,,,resolved,,,,,,Cyan Paintball Gun
3799,Brown Paintball Gun,3d_model,high (exact),,,,,,Brown Paintball Gun,,,resolved,,,,,,Brown Paintball Gun
3800,Blue Paintball Gun,3d_model,high (exact),,,,,,Blue Paintball Gun,,,resolved,,,,,,Blue Paintball Gun
3801,Black Paintball Gun,3d_model,high (exact),,,,,,Black Paintball Gun,,,resolved,,,,,,Black Paintball Gun
3802,Yellow Paintball,3d_model,high (exact),,,,,,Yellow Paintball,,,resolved,,,,,,Yellow Paintball
3803,White Paintball,3d_model,high (exact),,,,,,White Paintball,,,resolved,,,,,,White Paintball
3804,Red Paintball,3d_model,high (exact),,,,,,Red Paintball,,,resolved,,,,,,Red Paintball
3805,Purple Paintball,3d_model,high (exact),,,,,,Purple Paintball,,,resolved,,,,,,Purple Paintball
3806,Pink Paintball,3d_model,high (exact),,,,,,Pink Paintball,,,resolved,,,,,,Pink Paintball
3807,Orange Paintball,3d_model,high (exact),,,,,,Orange Paintball,,,resolved,,,,,,Orange Paintball
3808,Magenta Paintball,3d_model,high (exact),,,,,,Magenta Paintball,,,resolved,,,,,,Magenta Paintball
3809,Lime Paintball,3d_model,high (exact),,,,,,Lime Paintball,,,resolved,,,,,,Lime Paintball
3810,Light Gray Paintball,3d_model,high (exact),,,,,,Light Gray Paintball,,,resolved,,,,,,Light Gray Paintball
3811,Light Blue Paintball,3d_model,high (exact),,,,,,Light Blue Paintball,,,resolved,,,,,,Light Blue Paintball
3812,Green Paintball,3d_model,high (exact),,,,,,Green Paintball,,,resolved,,,,,,Green Paintball
3813,Gray Paintball,3d_model,high (exact),,,,,,Gray Paintball,,,resolved,,,,,,Gray Paintball
3814,Cyan Paintball,3d_model,high (exact),,,,,,Cyan Paintball,,,resolved,,,,,,Cyan Paintball
3815,Brown Paintball,3d_model,high (exact),,,,,,Brown Paintball,,,resolved,,,,,,Brown Paintball
3816,Blue Paintball,3d_model,high (exact),,,,,,Blue Paintball,,,resolved,,,,,,Blue Paintball
3817,Black Paintball,3d_model,high (exact),,,,,,Black Paintball,,,resolved,,,,,,Black Paintball
3818,Yellow Heavy Paintball Gun,3d_model,high (exact),,,,,,Yellow Heavy Paintball Gun,,,resolved,,,,,,Yellow Heavy Paintball Gun
3819,White Heavy Paintball Gun,3d_model,high (exact),,,,,,White Heavy Paintball Gun,,,resolved,,,,,,White Heavy Paintball Gun
3820,Red Heavy Paintball Gun,3d_model,high (exact),,,,,,Red Heavy Paintball Gun,,,resolved,,,,,,Red Heavy Paintball Gun
3821,Purple Heavy Paintball Gun,3d_model,high (exact),,,,,,Purple Heavy Paintball Gun,,,resolved,,,,,,Purple Heavy Paintball Gun
3822,Pink Heavy Paintball Gun,3d_model,high (exact),,,,,,Pink Heavy Paintball Gun,,,resolved,,,,,,Pink Heavy Paintball Gun
3823,Orange Heavy Paintball Gun,3d_model,high (exact),,,,,,Orange Heavy Paintball Gun,,,resolved,,,,,,Orange Heavy Paintball Gun
3824,Magenta Heavy Paintball Gun,3d_model,high (exact),,,,,,Magenta Heavy Paintball Gun,,,resolved,,,,,,Magenta Heavy Paintball Gun
3825,Lime Heavy Paintball Gun,3d_model,high (exact),,,,,,Lime Heavy Paintball Gun,,,resolved,,,,,,Lime Heavy Paintball Gun
3826,Light Gray Heavy Paintball Gun,3d_model,high (exact),,,,,,Light Gray Heavy Paintball Gun,,,resolved,,,,,,Light Gray Heavy Paintball Gun
3827,Light Blue Heavy Paintball Gun,3d_model,high (exact),,,,,,Light Blue Heavy Paintball Gun,,,resolved,,,,,,Light Blue Heavy Paintball Gun
3828,Green Heavy Paintball Gun,3d_model,high (exact),,,,,,Green Heavy Paintball Gun,,,resolved,,,,,,Green Heavy Paintball Gun
3829,Gray Heavy Paintball Gun,3d_model,high (exact),,,,,,Gray Heavy Paintball Gun,,,resolved,,,,,,Gray Heavy Paintball Gun
3830,Cyan Heavy Paintball Gun,3d_model,high (exact),,,,,,Cyan Heavy Paintball Gun,,,resolved,,,,,,Cyan Heavy Paintball Gun
3831,Brown Heavy Paintball Gun,3d_model,high (exact),,,,,,Brown Heavy Paintball Gun,,,resolved,,,,,,Brown Heavy Paintball Gun
3832,Blue Heavy Paintball Gun,3d_model,high (exact),,,,,,Blue Heavy Paintball Gun,,,resolved,,,,,,Blue Heavy Paintball Gun
3833,Black Heavy Paintball Gun,3d_model,high (exact),,,,,,Black Heavy Paintball Gun,,,resolved,,,,,,Black Heavy Paintball Gun
3834,Yellow Paintball Explosive Item,texture,low,,,,,,,yellow_paintball,explosive_paint_yellow,special,,,,,,
3835,White Paintball Explosive Item,texture,low,,,,,,,white_paintball,explosive_paint_white,special,,,,,,
3836,Red Paintball Explosive Item,texture,low,,,,,,,red_paintball,explosive_paint_red,special,,,,,,
3837,Purple Paintball Explosive Item,texture,low,,,,,,,purple_paintball,explosive_paint_purple,special,,,,,,
3838,Pink Paintball Explosive Item,texture,low,,,,,,,pink_paintball,explosive_paint_pink,special,,,,,,
3839,Orange Paintball Explosive Item,texture,low,,,,,,,orange_paintball,explosive_paint_orange,special,,,,,,
3840,Magenta Paintball Explosive Item,texture,low,,,,,,,magenta_paintball,explosive_paint_magenta,special,,,,,,
3841,Lime Paintball Explosive Item,texture,low,,,,,,,lime_paintball,explosive_paint_lime,special,,,,,,
3842,Light Gray Paintball Explosive Item,texture,low,,,,,,,light_gray_paintball,explosive_paint_light_gray,special,,,,,,
3843,Light Blue Paintball Explosive Item,texture,low,,,,,,,light_blue_paintball,explosive_paint_light_blue,special,,,,,,
3844,Green Paintball Explosive Item,texture,low,,,,,,,green_paintball,explosive_paint_green,special,,,,,,
3845,Gray Paintball Explosive Item,texture,low,,,,,,,gray_paintball,explosive_paint_gray,special,,,,,,
3846,Cyan Paintball Explosive Item,texture,low,,,,,,,cyan_paintball,cyan_paintball_gun,special,,,,,,
3847,Brown Paintball Explosive Item,texture,low,,,,,,,brown_paintball,brown_paintball_gun,special,,,,,,
3848,Blue Paintball Explosive Item,texture,low,,,,,,,blue_paintball,blue_paintball_gun,special,,,,,,
3849,Black Paintball Explosive Item,texture,low,,,,,,,black_paintball,black_paintball_gun,special,,,,,,
3850,Yellow Sticky Paintball Explosive Item,texture,low,,,,,,,explosive_paint_sticky_yellow,yellow_paintball,special,,,,,,
3851,White Sticky Paintball Explosive Item,texture,low,,,,,,,explosive_paint_sticky_white,white_paintball,special,,,,,,
3852,Red Sticky Paintball Explosive Item,texture,low,,,,,,,explosive_paint_sticky_red,red_paintball,special,,,,,,
3853,Purple Sticky Paintball Explosive Item,texture,low,,,,,,,explosive_paint_sticky_purple,purple_paintball,special,,,,,,
3854,Pink Sticky Paintball Explosive Item,texture,low,,,,,,,explosive_paint_sticky_pink,pink_paintball,special,,,,,,
3855,Orange Sticky Paintball Explosive Item,texture,low,,,,,,,explosive_paint_sticky_orange,orange_paintball,special,,,,,,
3856,Magenta Sticky Paintball Explosive Item,texture,low,,,,,,,explosive_paint_sticky_magenta,magenta_paintball,special,,,,,,
3857,Lime Sticky Paintball Explosive Item,texture,low,,,,,,,explosive_paint_sticky_lime,lime_paintball,special,,,,,,
3858,Light Gray Sticky Paintball Explosive Item,texture,low,,,,,,,explosive_paint_sticky_light_gray,light_gray_paintball,special,,,,,,
3859,Light Blue Sticky Paintball Explosive Item,texture,low,,,,,,,explosive_paint_sticky_light_blue,light_blue_paintball,special,,,,,,
3860,Green Sticky Paintball Explosive Item,texture,low,,,,,,,explosive_paint_sticky_green,green_paintball,special,,,,,,
3861,Gray Sticky Paintball Explosive Item,texture,low,,,,,,,explosive_paint_sticky_gray,explosive_paint_sticky_light_gray,special,,,,,,
3862,Cyan Sticky Paintball Explosive Item,texture,low,,,,,,,explosive_paint_sticky_cyan,cyan_paintball,special,,,,,,
3863,Brown Sticky Paintball Explosive Item,texture,low,,,,,,,explosive_paint_sticky_brown,brown_paintball,special,,,,,,
3864,Blue Sticky Paintball Explosive Item,texture,low,,,,,,,explosive_paint_sticky_blue,explosive_paint_sticky_light_blue,special,,,,,,
3865,Black Sticky Paintball Explosive Item,texture,low,,,,,,,explosive_paint_sticky_black,black_paintball,special,,,,,,
3866,Yellow Seeking Paintball Explosive Item,texture,low,,,,,,,explosive_paint_seeking_yellow,yellow_paintball,special,,,,,,
3867,White Seeking Paintball Explosive Item,texture,low,,,,,,,explosive_paint_seeking_white,white_paintball,special,,,,,,
3868,Red Seeking Paintball Explosive Item,texture,low,,,,,,,explosive_paint_seeking_red,red_paintball,special,,,,,,
3869,Purple Seeking Paintball Explosive Item,texture,low,,,,,,,explosive_paint_seeking_purple,purple_paintball,special,,,,,,
3870,Pink Seeking Paintball Explosive Item,texture,low,,,,,,,explosive_paint_seeking_pink,pink_paintball,special,,,,,,
3871,Orange Seeking Paintball Explosive Item,texture,low,,,,,,,explosive_paint_seeking_orange,orange_paintball,special,,,,,,
3872,Magenta Seeking Paintball Explosive Item,texture,low,,,,,,,explosive_paint_seeking_magenta,magenta_paintball,special,,,,,,
3873,Lime Seeking Paintball Explosive Item,texture,low,,,,,,,explosive_paint_seeking_lime,lime_paintball,special,,,,,,
3874,Light Gray Seeking Paintball Explosive Item,texture,low,,,,,,,explosive_paint_seeking_light_gray,light_gray_paintball,special,,,,,,
3875,Light Blue Seeking Paintball Explosive Item,texture,low,,,,,,,explosive_paint_seeking_light_blue,light_blue_paintball,special,,,,,,
3876,Green Seeking Paintball Explosive Item,texture,low,,,,,,,explosive_paint_seeking_green,green_paintball,special,,,,,,
3877,Gray Seeking Paintball Explosive Item,texture,low,,,,,,,explosive_paint_seeking_gray,explosive_paint_seeking_light_gray,special,,,,,,
3878,Cyan Seeking Paintball Explosive Item,texture,low,,,,,,,explosive_paint_seeking_cyan,cyan_paintball,special,,,,,,
3879,Brown Seeking Paintball Explosive Item,texture,low,,,,,,,explosive_paint_seeking_brown,brown_paintball,special,,,,,,
3880,Blue Seeking Paintball Explosive Item,texture,low,,,,,,,explosive_paint_seeking_blue,explosive_paint_seeking_light_blue,special,,,,,,
3881,Black Seeking Paintball Explosive Item,texture,low,,,,,,,explosive_paint_seeking_black,black_paintball,special,,,,,,
3882,Yellow Quick Paintball Explosive Item,texture,low,,,,,,,explosive_paint_quick_yellow,yellow_paintball,special,,,,,,
3883,White Quick Paintball Explosive Item,texture,low,,,,,,,explosive_paint_quick_white,white_paintball,special,,,,,,
3884,Red Quick Paintball Explosive Item,texture,low,,,,,,,explosive_paint_quick_red,red_paintball,special,,,,,,
3885,Purple Quick Paintball Explosive Item,texture,low,,,,,,,explosive_paint_quick_purple,purple_paintball,special,,,,,,
3886,Pink Quick Paintball Explosive Item,texture,low,,,,,,,explosive_paint_quick_pink,pink_paintball,special,,,,,,
3887,Orange Quick Paintball Explosive Item,texture,low,,,,,,,explosive_paint_quick_orange,orange_paintball,special,,,,,,
3888,Magenta Quick Paintball Explosive Item,texture,low,,,,,,,explosive_paint_quick_magenta,magenta_paintball,special,,,,,,
3889,Lime Quick Paintball Explosive Item,texture,low,,,,,,,explosive_paint_quick_lime,lime_paintball,special,,,,,,
3890,Light Gray Quick Paintball Explosive Item,texture,low,,,,,,,explosive_paint_quick_light_gray,light_gray_paintball,special,,,,,,
3891,Light Blue Quick Paintball Explosive Item,texture,low,,,,,,,explosive_paint_quick_light_blue,light_blue_paintball,special,,,,,,
3892,Green Quick Paintball Explosive Item,texture,low,,,,,,,explosive_paint_quick_green,green_paintball,special,,,,,,
3893,Gray Quick Paintball Explosive Item,texture,low,,,,,,,explosive_paint_quick_gray,explosive_paint_quick_light_gray,special,,,,,,
3894,Cyan Quick Paintball Explosive Item,texture,low,,,,,,,explosive_paint_quick_cyan,cyan_paintball,special,,,,,,
3895,Brown Quick Paintball Explosive Item,texture,low,,,,,,,explosive_paint_quick_brown,brown_paintball,special,,,,,,
3896,Blue Quick Paintball Explosive Item,texture,low,,,,,,,explosive_paint_quick_blue,explosive_paint_quick_light_blue,special,,,,,,
3897,Black Quick Paintball Explosive Item,texture,low,,,,,,,explosive_paint_quick_black,black_paintball,special,,,,,,
3898,Yellow Paint Bow,3d_model,high (exact),,,,,,Yellow Paint Bow,,,resolved,,,,,,Yellow Paint Bow
3902,White Paint Bow,3d_model,high (exact),,,,,,White Paint Bow,,,resolved,,,,,,White Paint Bow
3906,Red Paint Bow,3d_model,high (exact),,,,,,Red Paint Bow,,,resolved,,,,,,Red Paint Bow
3910,Purple Paint Bow,3d_model,high (exact),,,,,,Purple Paint Bow,,,resolved,,,,,,Purple Paint Bow
3914,Pink Paint Bow,3d_model,high (exact),,,,,,Pink Paint Bow,,,resolved,,,,,,Pink Paint Bow
3918,Orange Paint Bow,3d_model,high (exact),,,,,,Orange Paint Bow,,,resolved,,,,,,Orange Paint Bow
3922,Magenta Paint Bow,3d_model,high (exact),,,,,,Magenta Paint Bow,,,resolved,,,,,,Magenta Paint Bow
3926,Lime Paint Bow,3d_model,high (exact),,,,,,Lime Paint Bow,,,resolved,,,,,,Lime Paint Bow
3930,Light Gray Paint Bow,3d_model,high (exact),,,,,,Light Gray Paint Bow,,,resolved,,,,,,Light Gray Paint Bow
3934,Light Blue Paint Bow,3d_model,high (exact),,,,,,Light Blue Paint Bow,,,resolved,,,,,,Light Blue Paint Bow
3938,Green Paint Bow,3d_model,high (exact),,,,,,Green Paint Bow,,,resolved,,,,,,Green Paint Bow
3942,Gray Paint Bow,3d_model,high (exact),,,,,,Gray Paint Bow,,,resolved,,,,,,Gray Paint Bow
3946,Cyan Paint Bow,3d_model,high (exact),,,,,,Cyan Paint Bow,,,resolved,,,,,,Cyan Paint Bow
3950,Brown Paint Bow,3d_model,high (exact),,,,,,Brown Paint Bow,,,resolved,,,,,,Brown Paint Bow
3954,Blue Paint Bow,3d_model,high (exact),,,,,,Blue Paint Bow,,,resolved,,,,,,Blue Paint Bow
3958,Black Paint Bow,3d_model,high (exact),,,,,,Black Paint Bow,,,resolved,,,,,,Black Paint Bow
3962,Pig Spawn Orb,3d_model,high (exact),,,,,,Pig Spawn Orb,,,resolved,,,,,,Pig Spawn Orb
3963,Cow Spawn Orb,3d_model,high (exact),,,,,,Cow Spawn Orb,,,resolved,,,,,,Cow Spawn Orb
3964,Sheep Spawn Orb,3d_model,high (exact),,,,,,Sheep Spawn Orb,,,resolved,,,,,,Sheep Spawn Orb
3965,Horse Spawn Orb,3d_model,high (exact),,,,,,Horse Spawn Orb,,,resolved,,,,,,Horse Spawn Orb
3966,Deer Spawn Orb,3d_model,high (exact),,,,,,Deer Spawn Orb,,,resolved,,,,,,Deer Spawn Orb
3967,Slime Spawn Orb,texture,low,,,,,,,bear_spawn_orb,cow_spawn_orb,special,,,,,,
3968,Wolf Spawn Orb,3d_model,high (exact),,,,,,Wolf Spawn Orb,,,resolved,,,,,,Wolf Spawn Orb
3969,Wildcat Spawn Orb,3d_model,high (exact),,,,,,Wildcat Spawn Orb,,,resolved,,,,,,Wildcat Spawn Orb
3970,Spirit Golem Spawn Orb,3d_model,high (exact),,,,,,Spirit Golem Spawn Orb,,,resolved,,,,,,Spirit Golem Spawn Orb
3971,Spirit Wolf Spawn Orb,3d_model,high (exact),,,,,,Spirit Wolf Spawn Orb,,,resolved,,,,,,Spirit Wolf Spawn Orb
3972,Spirit Bear Spawn Orb,3d_model,high (exact),,,,,,Spirit Bear Spawn Orb,,,resolved,,,,,,Spirit Bear Spawn Orb
3973,Spirit Stag Spawn Orb,3d_model,high (exact),,,,,,Spirit Stag Spawn Orb,,,resolved,,,,,,Spirit Stag Spawn Orb
3974,Spirit Gorilla Spawn Orb,3d_model,high (exact),,,,,,Spirit Gorilla Spawn Orb,,,resolved,,,,,,Spirit Gorilla Spawn Orb
3975,Bear Spawn Orb,3d_model,high (exact),,,,,,Bear Spawn Orb,,,resolved,,,,,,Bear Spawn Orb
3976,Stag Spawn Orb,3d_model,high (exact),,,,,,Stag Spawn Orb,,,resolved,,,,,,Stag Spawn Orb
3977,Gold Watermelon Stag Spawn Orb,3d_model,high (exact),,,,,,Gold Watermelon Stag Spawn Orb,,,resolved,,,,,,Gold Watermelon Stag Spawn Orb
3978,Gorilla Spawn Orb,3d_model,high (exact),,,,,,Gorilla Spawn Orb,,,resolved,,,,,,Gorilla Spawn Orb
3979,Cave Golem Spawn Orb,3d_model,high (exact),,,,,,Cave Golem Spawn Orb,,,resolved,,,,,,Cave Golem Spawn Orb
3980,Draugr Zombie Spawn Orb,3d_model,high (exact),,,,,,Draugr Zombie Spawn Orb,,,resolved,,,,,,Draugr Zombie Spawn Orb
3981,Draugr Skeleton Spawn Orb,3d_model,high (exact),,,,,,Draugr Skeleton Spawn Orb,,,resolved,,,,,,Draugr Skeleton Spawn Orb
3982,Frost Golem Spawn Orb,3d_model,high (exact),,,,,,Frost Golem Spawn Orb,,,resolved,,,,,,Frost Golem Spawn Orb
3983,Frost Zombie Spawn Orb,3d_model,high (exact),,,,,,Frost Zombie Spawn Orb,,,resolved,,,,,,Frost Zombie Spawn Orb
3984,Frost Skeleton Spawn Orb,3d_model,high (exact),,,,,,Frost Skeleton Spawn Orb,,,resolved,,,,,,Frost Skeleton Spawn Orb
3985,Draugr Knight Spawn Orb,3d_model,high (exact),,,,,,Draugr Knight Spawn Orb,,,resolved,,,,,,Draugr Knight Spawn Orb
3986,Draugr Huntress Spawn Orb,3d_model,high (exact),,,,,,Draugr Huntress Spawn Orb,,,resolved,,,,,,Draugr Huntress Spawn Orb
3987,Magma Golem Spawn Orb,3d_model,high (exact),,,,,,Magma Golem Spawn Orb,,,resolved,,,,,,Magma Golem Spawn Orb
3988,Draugr Warper Spawn Orb,3d_model,high (exact),,,,,,Draugr Warper Spawn Orb,,,resolved,,,,,,Draugr Warper Spawn Orb
3989,Frost Wraith Spawn Orb,3d_model,high (exact),,,,,,Frost Wraith Spawn Orb,,,resolved,,,,,,Frost Wraith Spawn Orb
3990,Draugr Reaver Spawn Orb,3d_model,high (exact),,,,,,Draugr Reaver Spawn Orb,,,resolved,,,,,,Draugr Reaver Spawn Orb
3991,Stalker Spawn Orb,texture,low,,,,,,,bear_spawn_orb,cow_spawn_orb,special,,,,,,
3992,Crone Spawn Orb,texture,low,,,,,,,bear_spawn_orb,cow_spawn_orb,special,,,,,,
3993,Iron Guardian Spawn Orb,texture,low,,,,,,,bear_spawn_orb,cow_spawn_orb,special,,,,,,
3994,Gold Guardian Spawn Orb,texture,low,,,,,,,gold_watermelon_stag_spawn_orb,bear_spawn_orb,special,,,,,,
3995,Diamond Guardian Spawn Orb,texture,low,,,,,,,bear_spawn_orb,cow_spawn_orb,special,,,,,,
3996,Moonstone Guardian Spawn Orb,texture,low,,,,,,,moonstone_orb,bear_spawn_orb,special,,,,,,
3997,Mob Catcher,3d_model,high (exact),,,,,,Mob Catcher,,,resolved,,,,,,Mob Catcher
3998,Caught Mob Pig Default,3d_model,high (exact),,,,,,Caught Mob Pig Default,,,resolved,,,,,,Caught Mob Pig Default
3999,Caught Mob Cow Default,3d_model,high (exact),,,,,,Caught Mob Cow Default,,,resolved,,,,,,Caught Mob Cow Default
4000,Caught Mob Cow Cream,3d_model,high (exact),,,,,,Caught Mob Cow Cream,,,resolved,,,,,,Caught Mob Cow Cream
4001,Caught Mob Sheep Default,3d_model,high (exact),,,,,,Caught Mob Sheep Default,,,resolved,,,,,,Caught Mob Sheep Default
4002,Caught Mob Sheep Black,texture,low,,,,,,,caught_horse_black,caught_sheep_default,special,,,,,,
4003,Caught Mob Sheep Red,texture,low,,,,,,,caught_sheep_default,banner_red,special,,,,,,
4004,Caught Mob Sheep Orange,texture,low,,,,,,,caught_sheep_default,banner_orange,special,,,,,,
4005,Caught Mob Sheep Pink,texture,low,,,,,,,caught_sheep_default,banner_pink,special,,,,,,
4006,Caught Mob Sheep Purple,texture,low,,,,,,,caught_sheep_default,banner_purple,special,,,,,,
4007,Caught Mob Sheep Yellow,texture,low,,,,,,,caught_sheep_default,banner_yellow,special,,,,,,
4008,Caught Mob Sheep Blue,texture,low,,,,,,,caught_sheep_default,banner_blue,special,,,,,,
4009,Caught Mob Sheep Brown,texture,low,,,,,,,caught_camel_brown,caught_horse_brown,special,,,,,,
4010,Caught Mob Sheep Cyan,texture,low,,,,,,,caught_sheep_default,banner_cyan,special,,,,,,
4011,Caught Mob Sheep Gray,texture,low,,,,,,,caught_sheep_default,banner_gray,special,,,,,,
4012,Caught Mob Sheep Green,texture,low,,,,,,,caught_sheep_default,banner_green,special,,,,,,
4013,Caught Mob Sheep Lightblue,texture,low,,,,,,,caught_sheep_default,caught_fish,special,,,,,,
4014,Caught Mob Sheep Lightgray,texture,low,,,,,,,caught_sheep_default,caught_fish,special,,,,,,
4015,Caught Mob Sheep Lime,texture,low,,,,,,,caught_sheep_default,banner_lime,special,,,,,,
4016,Caught Mob Sheep Magenta,texture,low,,,,,,,caught_sheep_default,banner_magenta,special,,,,,,
4017,Caught Mob Horse Default,3d_model,high (exact),,,,,,Caught Mob Horse Default,,,resolved,,,,,,Caught Mob Horse Default
4018,Caught Mob Horse Black,3d_model,high (exact),,,,,,Caught Mob Horse Black,,,resolved,,,,,,Caught Mob Horse Black
4019,Caught Mob Horse Brown,3d_model,high (exact),,,,,,Caught Mob Horse Brown,,,resolved,,,,,,Caught Mob Horse Brown
4020,Caught Mob Horse Cream,3d_model,high (exact),,,,,,Caught Mob Horse Cream,,,resolved,,,,,,Caught Mob Horse Cream
4021,Caught Mob Deer Default,3d_model,high (exact),,,,,,Caught Mob Deer Default,,,resolved,,,,,,Caught Mob Deer Default
4022,Caught Mob Slime Default,texture,low,,,,,,,caught_bear_default,caught_camel_default,special,,,,,,
4023,Caught Mob Wolf Default,3d_model,high (exact),,,,,,Caught Mob Wolf Default,,,resolved,,,,,,Caught Mob Wolf Default
